resultId,raceId,driverId,constructorId,number,Grid,position,positionText,positionOrder,time_results ,milliseconds,fastestLap,rank_results,statusId,points,laps
19517,812,704,133,30,18,14,14,14,\N,\N,\N,\N,88,0,50
19518,812,589,127,32,25,15,15,15,\N,\N,\N,\N,50,0,43
19519,812,697,105,24,2,,R,16,\N,\N,\N,\N,5,0,42
19520,812,475,87,36,13,,R,17,\N,\N,\N,\N,8,0,38
19521,812,669,125,42,11,,R,18,\N,\N,\N,\N,24,0,29
19522,812,625,127,34,15,,R,19,\N,\N,\N,\N,5,0,18
19523,812,663,87,40,14,,R,20,\N,\N,\N,\N,67,0,17
19524,812,427,128,4,23,,R,21,\N,\N,\N,\N,7,0,14
19525,812,651,133,26,16,,R,22,\N,\N,\N,\N,8,0,9
19526,812,501,128,6,20,,R,23,\N,\N,\N,\N,5,0,4
19527,812,643,128,8,24,,R,24,\N,\N,\N,\N,109,0,4
19528,812,456,125,50,19,,R,25,\N,\N,\N,\N,80,0,2
19529,813,647,6,5,1,1,1,1,50:00.0,10200000,\N,\N,1,8.5,90
19530,813,579,105,23,4,2,2,2,+1:00.0,10260000,\N,\N,1,6,90
19531,813,642,6,6,5,3,3,3,\N,\N,\N,\N,12,4,88
19532,813,498,105,24,2,4,4,4,\N,\N,\N,\N,12,3.5,88
19533,813,578,6,8,3,5,5,5,\N,\N,\N,\N,13,2,87
19534,813,697,105,25,16,6,6,6,\N,\N,\N,\N,18,0,82
19535,813,669,125,10,19,7,7,7,\N,\N,\N,\N,18,0,82
19536,813,663,87,16,11,8,8,8,\N,\N,\N,\N,88,0,80
19537,813,687,87,20,14,9,9,9,\N,\N,\N,\N,45,0,79
19538,813,627,6,9,24,10,10,10,\N,\N,\N,\N,55,0,78
19539,813,706,87,18,15,,R,11,\N,\N,\N,\N,20,0,79
19540,813,666,125,14,10,,R,12,\N,\N,\N,\N,86,0,70
19541,813,633,6,7,6,,R,13,\N,\N,\N,\N,109,0,65
19542,813,670,105,26,7,,R,14,\N,\N,\N,\N,5,0,65
19543,813,689,87,19,21,,R,15,\N,\N,\N,\N,25,0,56
19544,813,581,133,2,23,,R,16,\N,\N,\N,\N,20,0,56
19545,813,486,133,4,27,,R,17,\N,\N,\N,\N,8,0,54
19546,813,456,125,12,28,,R,18,\N,\N,\N,\N,36,0,50
19547,813,640,105,31,26,,R,19,\N,\N,\N,\N,8,0,34
19548,813,651,133,1,12,,R,20,\N,\N,\N,\N,8,0,31
19549,813,554,128,30,22,,R,21,\N,\N,\N,\N,48,0,30
19550,813,707,125,15,20,,R,22,\N,\N,\N,\N,80,0,24
19551,813,427,128,29,8,,R,23,\N,\N,\N,\N,109,0,14
19552,813,708,133,3,17,,R,24,\N,\N,\N,\N,8,0,14
19553,813,501,128,28,9,,R,25,\N,\N,\N,\N,10,0,5
19554,813,664,125,11,13,,R,26,\N,\N,\N,\N,31,0,0
19555,813,705,87,22,25,,R,27,\N,\N,\N,\N,69,0,0
19556,814,642,6,12,3,1,1,1,02:25.0,10945000,\N,\N,1,8,18
19557,814,579,105,5,2,2,2,2,+1:04.0,11009000,\N,\N,1,6,18
19558,814,578,6,3,4,3,3,3,+1:43.6,11048600,\N,\N,1,4,18
19559,814,697,105,7,7,4,4,4,+8:48.6,11473600,\N,\N,1,3,18
19560,814,640,105,17,11,5,5,5,\N,\N,\N,\N,11,2,17
19561,814,475,87,19,12,6,6,6,\N,\N,\N,\N,11,0,17
19562,814,680,6,18,19,7,7,7,\N,\N,\N,\N,11,0,17
19563,814,647,6,1,1,8,8,8,\N,\N,\N,\N,11,0,17
19564,814,478,144,31,14,9,9,9,\N,\N,\N,\N,11,0,17
19565,814,627,6,20,22,10,10,10,\N,\N,\N,\N,11,0,17
19566,814,690,87,40,20,11,11,11,\N,\N,\N,\N,12,0,16
19567,814,692,144,24,28,12,12,12,\N,\N,\N,\N,12,0,16
19568,814,664,125,16,16,13,13,13,\N,\N,\N,\N,12,0,16
19569,814,710,145,36,26,14,14,14,\N,\N,\N,\N,12,0,16
19570,814,709,145,37,32,15,15,15,\N,\N,\N,\N,13,0,15
19571,814,455,144,22,29,16,16,16,\N,\N,\N,\N,14,0,14
19572,814,633,6,4,6,,R,17,\N,\N,\N,\N,5,0,15
19573,814,689,87,38,17,,R,18,\N,\N,\N,\N,5,0,15
19574,814,670,105,8,8,,R,19,\N,\N,\N,\N,22,0,13
19575,814,431,146,35,24,,R,20,\N,\N,\N,\N,43,0,12
19576,814,660,125,12,25,,R,21,\N,\N,\N,\N,31,0,12
19577,814,711,144,26,34,,R,22,\N,\N,\N,\N,31,0,10
19578,814,712,144,23,18,,R,23,\N,\N,\N,\N,31,0,8
19579,814,554,128,9,9,,R,24,\N,\N,\N,\N,6,0,7
19580,814,501,128,11,10,,R,25,\N,\N,\N,\N,5,0,6
19581,814,669,125,14,15,,R,26,\N,\N,\N,\N,22,0,6
19582,814,713,147,28,21,,R,27,\N,\N,\N,\N,31,0,3
19583,814,714,6,34,27,,R,28,\N,\N,\N,\N,31,0,3
19584,814,715,147,41,30,,R,29,\N,\N,\N,\N,31,0,2
19585,814,427,128,10,5,,R,30,\N,\N,\N,\N,24,0,1
19586,814,456,125,15,13,,R,31,\N,\N,\N,\N,5,0,1
19587,814,716,144,32,33,,R,32,\N,\N,\N,\N,31,0,1
19588,814,717,147,21,23,,R,33,\N,\N,\N,\N,31,0,0
19589,814,718,144,30,31,,R,34,\N,\N,\N,\N,48,0,0
19590,815,647,6,46,2,1,1,1,01:34.4,10894400,\N,\N,1,9,65
19591,815,642,6,24,3,2,2,2,+1:12.93,10967330,\N,\N,1,6,65
19592,815,578,6,26,7,3,3,3,+1:35.96,10990360,\N,\N,1,4,65
19593,815,579,105,32,1,4,4,4,\N,\N,\N,\N,11,1.5,64
19594,815,691,105,34,11,5,5,5,\N,\N,\N,\N,13,2,62
19595,815,633,6,28,6,6,6,6,\N,\N,\N,\N,13,0,62
19596,815,663,87,20,9,7,7,7,\N,\N,\N,\N,13,0,62
19597,815,720,6,40,19,8,8,8,\N,\N,\N,\N,111,0,51
19598,815,719,133,18,18,9,9,9,\N,\N,\N,\N,116,0,49
19599,815,622,105,4,20,,R,10,\N,\N,\N,\N,6,0,54
19600,815,640,105,42,8,,R,11,\N,\N,\N,\N,7,0,49
19601,815,670,105,36,5,,R,12,\N,\N,\N,\N,5,0,46
19602,815,427,128,8,4,,R,13,\N,\N,\N,\N,109,0,43
19603,815,554,128,6,12,,R,14,\N,\N,\N,\N,51,0,37
19604,815,697,105,30,10,,R,15,\N,\N,\N,\N,5,0,29
19605,815,651,133,16,15,,R,16,\N,\N,\N,\N,5,0,29
19606,815,721,6,38,17,,R,17,\N,\N,\N,\N,5,0,17
19607,815,632,133,14,16,,R,18,\N,\N,\N,\N,5,0,1
19608,815,680,6,2,13,,R,19,\N,\N,\N,\N,20,0,0
19609,815,627,6,10,14,,R,20,\N,\N,\N,\N,20,0,0
19610,816,579,105,50,2,1,1,1,49:45.9,10185900,\N,\N,1,9,80
19611,816,642,6,6,3,2,2,2,1.4,10187300,\N,\N,1,6,80
19612,816,633,6,2,5,3,3,3,\N,\N,\N,\N,11,4,79
19613,816,578,6,8,6,4,4,4,\N,\N,\N,\N,11,3,79
19614,816,427,128,36,8,5,5,5,\N,\N,\N,\N,11,2,79
19615,816,643,128,40,16,6,6,6,\N,\N,\N,\N,13,0,77
19616,816,644,105,56,12,7,7,7,\N,\N,\N,\N,14,0,76
19617,816,620,6,10,11,8,8,8,\N,\N,\N,\N,15,0,75
19618,816,501,128,38,15,9,9,9,\N,\N,\N,\N,15,0,75
19619,816,589,127,32,25,10,10,10,\N,\N,\N,\N,18,0,72
19620,816,669,105,44,23,11,11,11,\N,\N,\N,\N,18,0,72
19621,816,689,87,46,24,12,12,12,\N,\N,\N,\N,88,0,70
19622,816,475,87,28,10,13,13,13,\N,\N,\N,\N,88,0,70
19623,816,717,147,48,29,14,14,14,\N,\N,\N,\N,53,0,67
19624,816,704,133,16,28,15,15,15,\N,\N,\N,\N,53,0,67
19625,816,627,6,64,17,16,16,16,\N,\N,\N,\N,112,0,65
19626,816,647,6,4,1,,R,17,\N,\N,\N,\N,3,0,79
19627,816,697,105,52,7,,R,18,\N,\N,\N,\N,60,0,77
19628,816,670,105,54,4,,R,19,\N,\N,\N,\N,3,0,75
19629,816,640,105,58,9,,R,20,\N,\N,\N,\N,5,0,70
19630,816,486,125,20,22,,N,21,\N,\N,\N,\N,62,0,61
19631,816,663,87,30,19,,N,22,\N,\N,\N,\N,62,0,57
19632,816,664,125,24,18,,N,23,\N,\N,\N,\N,62,0,56
19633,816,722,6,12,20,,R,24,\N,\N,\N,\N,5,0,40
19634,816,456,125,22,14,,R,25,\N,\N,\N,\N,37,0,33
19635,816,622,105,2,21,,R,26,\N,\N,\N,\N,5,0,18
19636,816,625,127,34,13,,R,27,\N,\N,\N,\N,5,0,17
19637,816,667,133,18,26,,R,28,\N,\N,\N,\N,5,0,14
19638,816,660,125,26,30,,R,29,\N,\N,\N,\N,69,0,7
19639,816,651,133,14,27,,R,30,\N,\N,\N,\N,5,0,6
19640,817,641,6,30,2,1,1,1,01:46.1,10906100,\N,\N,1,9,62
19641,817,723,6,42,5,2,2,2,+2:37.2,11063300,\N,\N,1,6,62
19642,817,554,128,6,7,3,3,3,\N,\N,\N,\N,11,4,61
19643,817,663,148,22,13,4,4,4,\N,\N,\N,\N,12,3,60
19644,817,689,87,26,15,5,5,5,\N,\N,\N,\N,13,2,59
19645,817,640,105,38,8,6,6,6,\N,\N,\N,\N,14,0,58
19646,817,721,6,44,19,7,7,7,\N,\N,\N,\N,16,0,56
19647,817,688,87,24,17,8,8,8,\N,\N,\N,\N,17,0,55
19648,817,669,141,10,11,,R,9,\N,\N,\N,\N,5,0,52
19649,817,609,6,32,4,,R,10,\N,\N,\N,\N,121,0,51
19650,817,501,105,40,18,,R,11,\N,\N,\N,\N,5,0,31
19651,817,475,133,46,9,,W,12,\N,\N,\N,\N,54,0,24
19652,817,651,133,20,12,,W,13,\N,\N,\N,\N,54,0,24
19653,817,626,128,8,3,,R,14,\N,\N,\N,\N,21,0,20
19654,817,642,6,28,1,,R,15,\N,\N,\N,\N,121,0,16
19655,817,581,133,18,6,,R,16,\N,\N,\N,\N,86,0,12
19656,817,725,133,16,10,,R,17,\N,\N,\N,\N,86,0,12
19657,817,717,147,2,14,,R,18,\N,\N,\N,\N,5,0,4
19658,817,724,144,4,16,,R,19,\N,\N,\N,\N,95,0,4
19659,817,627,6,12,20,,R,20,\N,\N,\N,\N,3,0,2
19660,817,720,141,50,21,,R,21,\N,\N,\N,\N,121,0,1
19661,818,526,114,98,7,1,1,1,52:41.9,13961880,\N,\N,1,8,200
19662,818,509,113,59,10,2,2,2,+4:02.33,14204210,\N,\N,1,6,200
19663,818,611,113,18,5,3,3,3,+6:11.61,14333490,\N,\N,1,4,200
19664,818,518,110,1,6,4,4,4,+6:48.34,14370220,\N,\N,1,3,200
19665,818,656,113,33,20,5,5,5,+8:40.15,14482030,\N,\N,1,2,200
19666,818,525,113,77,21,6,6,6,+9:24.32,14526200,\N,\N,1,0,200
19667,818,592,113,37,23,7,7,7,+10:35.24,14597120,\N,\N,1,0,200
19668,818,726,113,54,14,8,8,8,+12:00.61,14682490,\N,\N,1,0,200
19669,818,629,113,22,9,9,9,9,+12:23.76,14705640,\N,\N,1,0,200
19670,818,593,113,5,31,10,10,10,+13:37.78,14779660,\N,\N,1,0,200
19671,818,658,113,4,3,11,11,11,+14:21.72,14823600,\N,\N,1,0,200
19672,818,727,107,29,26,12,12,12,+16:05.10,14926980,\N,\N,1,0,200
19673,818,728,113,14,16,13,13,13,+16:55.65,14977530,\N,\N,1,0,200
19674,818,729,129,7,15,14,14,14,+18:48.66,15090540,\N,\N,1,0,200
19675,818,730,149,65,13,15,15,15,\N,\N,\N,\N,13,0,197
19676,818,513,111,81,24,16,16,16,\N,\N,\N,\N,17,0,193
19677,818,657,113,26,8,17,17,17,\N,\N,\N,\N,38,1,191
19678,818,521,113,16,11,18,18,18,\N,\N,\N,\N,53,0,187
19679,818,731,110,2,12,19,19,19,\N,\N,\N,\N,116,0,184
19680,818,675,110,8,28,20,20,20,\N,\N,\N,\N,116,0,184
19681,818,732,113,31,33,21,21,21,\N,\N,\N,\N,114,0,182
19682,818,677,139,48,29,,R,22,\N,\N,\N,\N,44,0,162
19683,818,449,113,34,22,,R,23,\N,\N,\N,\N,51,0,130
19684,818,529,150,27,30,,R,24,\N,\N,\N,\N,51,0,93
19685,818,699,113,36,4,,R,25,\N,\N,\N,\N,126,0,84
19686,818,628,113,73,32,,R,26,\N,\N,\N,\N,24,0,77
19687,818,615,113,28,1,,R,27,\N,\N,\N,\N,101,0,71
19688,818,520,113,67,18,,R,28,\N,\N,\N,\N,43,0,65
19689,818,702,113,93,25,,R,29,\N,\N,\N,\N,7,0,49
19690,818,733,113,21,27,,R,30,\N,\N,\N,\N,126,0,41
19691,818,647,6,12,19,,R,31,\N,\N,\N,\N,36,0,40
19692,818,734,129,55,17,,R,32,\N,\N,\N,\N,6,0,34
19693,818,612,113,9,2,,R,33,\N,\N,\N,\N,94,0,20
19694,819,647,6,4,1,1,1,1,03:46.3,11026300,\N,\N,1,9,36
19695,819,642,6,2,2,2,2,2,+1:55.2,11141500,\N,\N,1,6,36
19696,819,626,128,14,4,3,3,3,+4:28.4,11294700,\N,\N,1,4,36
19697,819,578,87,8,6,4,4,4,\N,\N,\N,\N,11,3,35
19698,819,632,133,28,8,5,5,5,\N,\N,\N,\N,12,2,34
19699,819,689,87,10,9,6,6,6,\N,\N,\N,\N,12,0,34
19700,819,735,6,34,13,7,7,7,\N,\N,\N,\N,13,0,33
19701,819,660,128,18,19,8,8,8,\N,\N,\N,\N,13,0,33
19702,819,688,87,12,12,9,9,9,\N,\N,\N,\N,13,0,33
19703,819,669,141,20,18,10,10,10,\N,\N,\N,\N,14,0,32
19704,819,651,133,24,14,11,11,11,\N,\N,\N,\N,14,0,32
19705,819,736,133,30,20,12,12,12,\N,\N,\N,\N,14,0,32
19706,819,703,144,38,21,13,13,13,\N,\N,\N,\N,15,0,31
19707,819,737,141,44,22,14,14,14,\N,\N,\N,\N,16,0,30
19708,819,738,133,42,16,15,15,15,\N,\N,\N,\N,16,0,30
19709,819,739,152,40,15,,R,16,\N,\N,\N,\N,5,0,17
19710,819,641,6,6,3,,R,17,\N,\N,\N,\N,3,0,13
19711,819,554,128,16,5,,R,18,\N,\N,\N,\N,3,0,13
19712,819,663,148,36,7,,R,19,\N,\N,\N,\N,20,0,10
19713,819,627,6,22,17,,R,20,\N,\N,\N,\N,7,0,6
19714,819,581,133,26,11,,R,21,\N,\N,\N,\N,86,0,3
19715,819,475,151,32,10,,R,22,\N,\N,\N,\N,5,0,0
19716,820,647,6,8,1,1,1,1,00:00.0,10800000,\N,\N,1,9,77
19717,820,642,6,10,2,2,2,2,\N,\N,\N,\N,11,6,76
19718,820,641,6,12,3,3,3,3,\N,\N,\N,\N,12,4,75
19719,820,626,128,2,5,4,4,4,\N,\N,\N,\N,13,3,74
19720,820,427,141,44,6,5,5,5,\N,\N,\N,\N,15,2,72
19721,820,581,133,22,8,6,6,6,\N,\N,\N,\N,17,0,70
19722,820,554,128,4,4,7,7,7,\N,\N,\N,\N,17,0,70
19723,820,741,105,28,18,8,8,8,\N,\N,\N,\N,17,0,70
19724,820,651,133,20,14,9,9,9,\N,\N,\N,\N,17,0,70
19725,820,704,133,24,10,10,10,10,\N,\N,\N,\N,19,0,68
19726,820,723,6,34,17,11,11,11,\N,\N,\N,\N,45,0,66
19727,820,740,6,38,16,12,12,12,\N,\N,\N,\N,111,0,63
19728,820,669,128,6,7,,R,13,\N,\N,\N,\N,109,0,56
19729,820,578,87,42,15,,R,14,\N,\N,\N,\N,80,0,51
19730,820,640,105,16,12,,R,15,\N,\N,\N,\N,23,0,34
19731,820,687,126,26,13,,R,16,\N,\N,\N,\N,8,0,17
19732,820,627,6,14,9,,R,17,\N,\N,\N,\N,5,0,17
19733,820,660,141,32,20,,R,18,\N,\N,\N,\N,5,0,15
19734,820,501,105,18,11,,R,19,\N,\N,\N,\N,6,0,7
19735,820,722,6,40,19,,R,20,\N,\N,\N,\N,5,0,2
19736,821,647,6,15,2,1,1,1,46:11.0,9971000,\N,\N,1,9,85
19737,821,641,6,17,3,2,2,2,\N,\N,\N,\N,11,6,84
19738,821,578,87,9,7,3,3,3,\N,\N,\N,\N,12,4,83
19739,821,742,125,6,8,4,4,4,\N,\N,\N,\N,12,3,83
19740,821,743,125,5,9,5,5,5,\N,\N,\N,\N,13,2,82
19741,821,642,6,16,1,6,6,6,\N,\N,\N,\N,13,0,82
19742,821,686,87,8,6,7,7,7,\N,\N,\N,\N,13,0,82
19743,821,456,6,14,19,8,8,8,\N,\N,\N,\N,13,0,82
19744,821,744,125,4,5,9,9,9,\N,\N,\N,\N,13,0,82
19745,821,687,6,21,20,10,10,10,\N,\N,\N,\N,14,0,81
19746,821,669,128,26,10,11,11,11,\N,\N,\N,\N,14,0,81
19747,821,745,126,1,12,12,12,12,\N,\N,\N,\N,15,0,80
19748,821,723,6,19,15,13,13,13,\N,\N,\N,\N,15,0,80
19749,821,660,141,27,23,14,14,14,\N,\N,\N,\N,16,0,79
19750,821,651,133,31,29,15,15,15,\N,\N,\N,\N,16,0,79
19751,821,664,125,3,17,16,16,16,\N,\N,\N,\N,16,0,79
19752,821,501,105,33,32,17,17,17,\N,\N,\N,\N,17,0,78
19753,821,746,105,34,28,18,18,18,\N,\N,\N,\N,18,0,77
19754,821,640,105,32,31,19,19,19,\N,\N,\N,\N,19,0,76
19755,821,688,87,10,18,20,20,20,\N,\N,\N,\N,19,0,76
19756,821,705,148,23,25,21,21,21,\N,\N,\N,\N,88,0,75
19757,821,689,87,11,13,22,22,22,\N,\N,\N,\N,116,0,69
19758,821,581,133,29,14,,R,23,\N,\N,\N,\N,80,0,73
19759,821,708,133,30,11,,R,24,\N,\N,\N,\N,5,0,44
19760,821,475,151,12,16,,R,25,\N,\N,\N,\N,5,0,36
19761,821,427,128,25,21,,R,26,\N,\N,\N,\N,6,0,21
19762,821,738,133,28,26,,R,27,\N,\N,\N,\N,5,0,19
19763,821,747,87,7,22,,R,28,\N,\N,\N,\N,5,0,14
19764,821,626,128,24,4,,R,29,\N,\N,\N,\N,8,0,9
19765,821,721,6,20,24,,R,30,\N,\N,\N,\N,23,0,3
19766,821,748,105,35,27,,R,31,\N,\N,\N,\N,23,0,0
19767,821,749,152,2,0,,W,32,\N,\N,\N,\N,54,0,0
19768,822,647,6,101,1,1,1,1,06:13.3,11173300,\N,\N,1,9,18
19769,822,642,6,102,2,2,2,2,14.1,11187400,\N,\N,1,6,18
19770,822,723,6,117,6,3,3,3,+7:10.1,11603400,\N,\N,1,4,18
19771,822,641,6,103,5,4,4,4,\N,\N,\N,\N,11,3,17
19772,822,554,128,108,11,5,5,5,\N,\N,\N,\N,11,2,17
19773,822,736,6,119,17,6,6,6,\N,\N,\N,\N,12,0,16
19774,822,751,144,121,12,7,7,7,\N,\N,\N,\N,12,0,16
19775,822,724,144,125,15,8,8,8,\N,\N,\N,\N,12,0,16
19776,822,752,147,124,22,9,9,9,\N,\N,\N,\N,13,0,15
19777,822,660,133,113,32,10,10,10,\N,\N,\N,\N,13,0,15
19778,822,753,144,128,8,11,11,11,\N,\N,\N,\N,14,0,14
19779,822,709,145,135,29,12,12,12,\N,\N,\N,\N,14,0,14
19780,822,626,128,107,4,,R,13,\N,\N,\N,\N,3,0,8
19781,822,712,147,123,9,,R,14,\N,\N,\N,\N,31,0,7
19782,822,738,133,120,14,,R,15,\N,\N,\N,\N,6,0,6
19783,822,750,144,126,19,,R,16,\N,\N,\N,\N,5,0,5
19784,822,754,145,110,25,,R,17,\N,\N,\N,\N,31,0,5
19785,822,715,145,130,30,,R,18,\N,\N,\N,\N,80,0,5
19786,822,748,105,116,26,,R,19,\N,\N,\N,\N,109,0,4
19787,822,710,145,136,23,,R,20,\N,\N,\N,\N,31,0,3
19788,822,755,6,118,24,,R,21,\N,\N,\N,\N,22,0,3
19789,822,749,152,114,21,,R,22,\N,\N,\N,\N,51,0,2
19790,822,427,128,109,3,,R,23,\N,\N,\N,\N,3,0,1
19791,822,756,144,127,7,,R,24,\N,\N,\N,\N,6,0,1
19792,822,697,105,105,10,,D,25,\N,\N,\N,\N,2,0,1
19793,822,632,133,112,13,,R,26,\N,\N,\N,\N,6,0,1
19794,822,692,144,122,18,,R,27,\N,\N,\N,\N,31,0,1
19795,822,757,144,129,20,,R,28,\N,\N,\N,\N,31,0,1
19796,822,722,6,104,27,,R,29,\N,\N,\N,\N,23,0,1
19797,822,746,105,115,16,,R,30,\N,\N,\N,\N,31,0,0
19798,823,647,6,2,1,1,1,1,53:28.5,10408500,\N,\N,1,9,90
19799,823,642,6,4,2,2,2,2,40.1,10448600,\N,\N,1,6,90
19800,823,633,6,6,4,3,3,3,+1:34.4,10502900,\N,\N,1,4,90
19801,823,578,87,32,3,4,4,4,\N,\N,\N,\N,12,3,88
19802,823,626,128,10,6,5,5,5,\N,\N,\N,\N,13,2,87
19803,823,427,128,12,5,6,6,6,\N,\N,\N,\N,13,0,87
19804,823,708,133,28,10,7,7,7,\N,\N,\N,\N,15,0,85
19805,823,651,133,26,9,8,8,8,\N,\N,\N,\N,16,0,84
19806,823,622,105,16,16,9,9,9,\N,\N,\N,\N,17,0,83
19807,823,663,148,34,7,,R,10,\N,\N,\N,\N,67,0,76
19808,823,475,151,36,18,,R,11,\N,\N,\N,\N,5,0,73
19809,823,758,133,30,14,,N,12,\N,\N,\N,\N,62,0,70
19810,823,744,125,22,13,,R,13,\N,\N,\N,\N,51,0,27
19811,823,735,6,24,17,,R,14,\N,\N,\N,\N,5,0,19
19812,823,632,141,14,11,,R,15,\N,\N,\N,\N,8,0,15
19813,823,554,128,8,6,,R,16,\N,\N,\N,\N,10,0,10
19814,823,759,105,20,15,,R,17,\N,\N,\N,\N,24,0,7
19815,823,746,105,18,12,,R,18,\N,\N,\N,\N,109,0,4
19816,824,647,6,12,1,1,1,1,50:45.6,10245600,\N,\N,1,8.5,80
19817,824,498,105,26,5,2,2,2,+1:01.8,10307400,\N,\N,1,6.5,80
19818,824,633,6,16,2,3,3,3,+2:04.2,10369800,\N,\N,1,4,80
19819,824,642,6,10,3,4,4,4,+2:11.4,10377000,\N,\N,1,3,80
19820,824,697,105,22,13,5,5,5,\N,\N,\N,\N,11,2,79
19821,824,609,6,8,8,6,6,6,\N,\N,\N,\N,11,0,79
19822,824,641,6,14,6,7,7,7,\N,\N,\N,\N,13,0,77
19823,824,622,105,48,18,8,8,8,\N,\N,\N,\N,14,0,76
19824,824,663,87,40,15,9,9,9,\N,\N,\N,\N,14,0,76
19825,824,627,6,62,17,10,10,10,\N,\N,\N,\N,15,0,75
19826,824,748,105,50,23,11,11,11,\N,\N,\N,\N,15,0,75
19827,824,742,125,30,19,12,12,12,\N,\N,\N,\N,16,0,74
19828,824,688,87,36,20,13,13,13,\N,\N,\N,\N,17,0,73
19829,824,626,128,2,7,14,14,14,\N,\N,\N,\N,19,0,71
19830,824,689,87,38,12,15,15,15,\N,\N,\N,\N,55,0,68
19831,824,475,125,32,1,,R,16,\N,\N,\N,\N,22,0,60
19832,824,746,105,46,25,,R,17,\N,\N,\N,\N,5,0,46
19833,824,554,128,6,11,,R,18,\N,\N,\N,\N,5,0,42
19834,824,578,87,42,12,,N,19,\N,\N,\N,\N,62,0,38
19835,824,762,105,24,16,,R,20,\N,\N,\N,\N,5,0,24
19836,824,427,128,4,4,,R,21,\N,\N,\N,\N,5,0,5
19837,824,664,125,28,2,,R,22,\N,\N,\N,\N,22,0,4
19838,824,723,6,18,16,,R,23,\N,\N,\N,\N,5,0,3
19839,824,625,127,34,10,,R,24,\N,\N,\N,\N,6,0,0
19840,824,735,6,70,0,,F,25,\N,\N,\N,\N,81,0,0
19841,824,761,105,58,0,,F,26,\N,\N,\N,\N,81,0,0
19842,824,640,105,60,0,,F,27,\N,\N,\N,\N,81,0,0
19843,824,581,133,54,0,,F,28,\N,\N,\N,\N,81,0,0
19844,824,687,6,68,0,,F,29,\N,\N,\N,\N,81,0,0
19845,824,738,133,56,0,,F,30,\N,\N,\N,\N,81,0,0
19846,824,749,152,64,0,,F,31,\N,\N,\N,\N,81,0,0
19847,824,651,133,52,0,,F,32,\N,\N,\N,\N,81,0,0
19848,824,717,6,20,0,,F,33,\N,\N,\N,\N,81,0,0
19849,824,760,153,44,0,,F,34,\N,\N,\N,\N,81,0,0
19850,824,660,141,66,0,,F,35,\N,\N,\N,\N,81,0,0
19851,825,579,51,24,1,1,1,1,07:53.6,7673640,\N,\N,1,9,42
19852,825,641,6,44,6,2,2,2,55.24,7728880,\N,\N,1,6,42
19853,825,642,51,22,2,3,3,3,+1:19.31,7752950,\N,\N,1,4,42
19854,825,763,51,28,4,4,4,4,\N,\N,\N,\N,11,3,41
19855,825,640,51,26,5,5,5,5,\N,\N,\N,\N,12,2,40
19856,825,647,6,20,7,6,6,6,\N,\N,\N,\N,12,0,40
19857,825,589,105,30,19,7,7,7,\N,\N,\N,\N,12,0,40
19858,825,475,133,14,14,8,8,8,\N,\N,\N,\N,12,0,40
19859,825,627,154,8,8,9,9,9,\N,\N,\N,\N,13,0,39
19860,825,741,154,4,12,10,10,10,\N,\N,\N,\N,13,0,39
19861,825,723,6,38,10,11,11,11,\N,\N,\N,\N,13,0,39
19862,825,501,105,32,17,12,12,12,\N,\N,\N,\N,14,0,38
19863,825,660,154,2,18,13,13,13,\N,\N,\N,\N,17,0,35
19864,825,764,154,40,21,14,14,14,\N,\N,\N,\N,45,0,31
19865,825,687,6,16,9,,R,15,\N,\N,\N,\N,3,0,36
19866,825,765,154,10,11,,R,16,\N,\N,\N,\N,3,0,30
19867,825,725,133,12,20,,R,17,\N,\N,\N,\N,121,0,23
19868,825,704,154,6,15,,R,18,\N,\N,\N,\N,80,0,14
19869,825,633,6,18,3,,R,19,\N,\N,\N,\N,3,0,12
19870,825,498,154,42,13,,R,20,\N,\N,\N,\N,94,0,10
19871,825,721,144,52,16,,R,21,\N,\N,\N,\N,69,0,0
19872,826,766,113,99,2,1,1,1,57:38.0,14258050,\N,\N,1,9,200
19873,826,673,113,83,7,2,2,2,+1:47.24,14365290,\N,\N,1,6,200
19874,826,658,113,9,3,3,3,3,+2:51.39,14429440,\N,\N,1,2,200
19875,826,612,149,57,31,4,4,4,+4:40.12,14538170,\N,\N,1,3,200
19876,826,734,134,52,29,5,5,5,+4:52.23,14550280,\N,\N,1,2,200
19877,826,731,119,1,17,6,6,6,+5:40.02,14598070,\N,\N,1,0,200
19878,826,767,113,68,24,7,7,7,\N,\N,\N,\N,17,0,193
19879,826,518,150,27,4,8,8,8,\N,\N,\N,\N,127,0,180
19880,826,529,150,5,9,,R,9,\N,\N,\N,\N,20,0,178
19881,826,699,113,18,1,,R,10,\N,\N,\N,\N,31,0,151
19882,826,534,113,69,22,,R,11,\N,\N,\N,\N,5,0,142
19883,826,611,113,25,12,,R,12,\N,\N,\N,\N,5,0,135
19884,826,729,113,10,16,,R,13,\N,\N,\N,\N,5,0,129
19885,826,768,150,16,5,,R,14,\N,\N,\N,\N,3,0,126
19886,826,654,114,2,14,,R,15,\N,\N,\N,\N,5,0,123
19887,826,653,135,76,27,,R,16,\N,\N,\N,\N,109,0,110
19888,826,615,113,59,11,,R,17,\N,\N,\N,\N,8,0,109
19889,826,700,113,73,15,,R,18,\N,\N,\N,\N,42,0,93
19890,826,769,155,71,33,,R,19,\N,\N,\N,\N,8,0,97
19891,826,521,156,8,19,,R,20,\N,\N,\N,\N,42,0,93
